,DATE,OrderNumber,Coord
2529,12/5/2018,3763478,"[31.25, 9.0]"
2530,12/5/2018,3763476,"[28.0, 21.0]"
2531,12/5/2018,3763471,"[19.5, 21.0]"
2532,12/5/2018,3763464,"[52.0, 6.0]"
2533,12/5/2018,3763462,"[24, 22.5]"
2534,12/5/2018,3763461,"[39.0, 9.0]"
2535,12/5/2018,3763458,"[45.5, 13.5]"
2536,12/5/2018,3763457,"[47.5, 22.5]"
2537,12/5/2018,3763457,"[20.75, 9.0]"
2538,12/5/2018,3763456,"[19.5, 21.0]"
2539,12/5/2018,3763456,"[44.25, 16.5]"
2540,12/5/2018,3763454,"[24, 21.0]"
2541,12/5/2018,3763453,"[48.75, 6.0]"
2542,12/5/2018,3763451,"[45.5, 10.5]"
2543,12/5/2018,3763451,"[19.5, 21.0]"
2544,12/5/2018,3763445,"[24, 12.0]"
2545,12/5/2018,3763444,"[22.75, 10.5]"
2546,12/5/2018,3763444,"[20.75, 6.0]"
2547,12/5/2018,3763444,"[20.75, 10.5]"
2548,12/5/2018,3763440,"[19.5, 21.0]"
2549,12/5/2018,3763441,"[22.75, 15.0]"
2550,12/5/2018,3763441,"[41.0, 19.5]"
2551,12/5/2018,3763436,"[32.5, 19.5]"
2552,12/5/2018,3763435,"[34.5, 15.0]"
2553,12/5/2018,3763433,"[45.5, 21.0]"
2554,12/5/2018,3763432,"[42.25, 13.5]"
2555,12/5/2018,3763430,"[24, 18.0]"
2556,12/5/2018,3763431,"[26, 6.0]"
2557,12/5/2018,3763427,"[35.75, 15.0]"
2558,12/5/2018,3763426,"[22.75, 12.0]"
2559,12/5/2018,3763424,"[19.5, 21.0]"
2560,12/5/2018,3763419,"[52.0, 10.5]"
2561,12/5/2018,3763418,"[19.5, 21.0]"
2562,12/5/2018,3763417,"[45.5, 18.0]"
2563,12/5/2018,3763417,"[19.5, 21.0]"
2564,12/5/2018,3763416,"[39.0, 9.0]"
2565,12/5/2018,3763415,"[20.75, 21.0]"
2566,12/5/2018,3763415,"[32.5, 15.0]"
2567,12/5/2018,3763415,"[34.5, 9.0]"
2568,12/5/2018,3763415,"[20.75, 10.5]"
2569,12/5/2018,3763415,"[20.75, 10.5]"
2570,12/5/2018,3763413,"[19.5, 21.0]"
2571,12/5/2018,3763411,"[20.75, 6.0]"
2572,12/5/2018,3763409,"[22.75, 6.0]"
2573,12/5/2018,3763408,"[41.0, 22.5]"
2574,12/5/2018,3763408,"[41.0, 12.0]"
2575,12/5/2018,3763406,"[24, 13.5]"
2576,12/5/2018,3763404,"[15.25, 10.5]"
2577,12/5/2018,3763404,"[22.75, 12.0]"
2578,12/5/2018,3763400,"[47.5, 9.0]"
2579,12/5/2018,3763398,"[45.5, 15.0]"
2580,12/5/2018,3763398,"[45.5, 15.0]"
2581,12/5/2018,3763399,"[22.75, 9.0]"
2582,12/5/2018,3763396,"[45.5, 13.5]"
2583,12/5/2018,3763397,"[34.5, 9.0]"
2584,12/5/2018,3763394,"[35.75, 21.0]"
2585,12/5/2018,3763395,"[35.75, 10.5]"
2586,12/5/2018,3763391,"[19.5, 21.0]"
2587,12/5/2018,3763391,"[22.75, 15.0]"
2588,12/5/2018,3763389,"[34.5, 15.0]"
2589,12/5/2018,3763389,"[37.75, 13.5]"
2590,12/5/2018,3763389,"[22.75, 12.0]"
2591,12/5/2018,3763387,"[24, 19.5]"
2592,12/11/2018,3779904,"[20.75, 9.0]"
2593,12/11/2018,3779898,"[19.5, 21.0]"
2594,12/11/2018,3779898,"[35.75, 22.5]"
2595,12/11/2018,3779898,"[20.75, 9.0]"
2596,12/11/2018,3779896,"[22.75, 15.0]"
2597,12/11/2018,3779896,"[44.25, 9.0]"
2598,12/11/2018,3779896,"[20.75, 9.0]"
2599,12/11/2018,3779894,"[37.75, 21.0]"
2600,12/11/2018,3779891,"[45.5, 21.0]"
2601,12/11/2018,3779889,"[24, 16.5]"
2602,12/11/2018,3779890,"[24, 21.0]"
2603,12/11/2018,3779888,"[22.75, 15.0]"
2604,12/11/2018,3779888,"[19.5, 21.0]"
2605,12/11/2018,3779888,"[44.25, 16.5]"
2606,12/11/2018,3779888,"[22.75, 13.5]"
2607,12/11/2018,3779888,"[39.0, 16.5]"
2608,12/11/2018,3779888,"[26, 6.0]"
2609,12/11/2018,3779883,"[41.0, 15.0]"
2610,12/11/2018,3779880,"[45.5, 19.5]"
2611,12/11/2018,3779879,"[19.5, 21.0]"
2612,12/11/2018,3779877,"[26, 6.0]"
2613,12/11/2018,3779868,"[24, 19.5]"
2614,12/11/2018,3779864,"[47.5, 12.0]"
2615,12/11/2018,3779863,"[19.5, 21.0]"
2616,12/11/2018,3781651,"[28.0, 15.0]"
2617,12/11/2018,3781594,"[34.5, 9.0]"
2618,12/11/2018,3781574,"[22.75, 10.5]"
2619,12/11/2018,3781566,"[24, 18.0]"
2620,12/11/2018,3781540,"[19.5, 21.0]"
2621,12/11/2018,3781546,"[26, 22.5]"
2622,12/11/2018,3781493,"[19.5, 18.0]"
2623,12/11/2018,3781473,"[19.5, 21.0]"
2624,12/11/2018,3781461,"[35.75, 21.0]"
2625,12/11/2018,3781458,"[20.75, 9.0]"
2626,12/11/2018,3781445,"[44.25, 22.5]"
2627,12/11/2018,3781445,"[24, 9.0]"
2628,12/11/2018,3781445,"[19.5, 21.0]"
2629,12/11/2018,3781397,"[31.25, 16.5]"
2630,12/11/2018,3781381,"[19.5, 21.0]"
2631,12/11/2018,3781338,"[19.5, 21.0]"
2632,12/11/2018,3781287,"[24, 6.0]"
2633,12/11/2018,3781287,"[20.75, 9.0]"
2634,12/11/2018,3781238,"[44.25, 22.5]"
2635,12/11/2018,3781238,"[19.5, 21.0]"
2636,12/11/2018,3781183,"[37.75, 9.0]"
2637,12/11/2018,3781191,"[34.5, 9.0]"
2638,12/11/2018,3781148,"[32.5, 19.5]"
2639,12/11/2018,3781148,"[26, 18.0]"
2640,12/11/2018,3781131,"[19.5, 21.0]"
2641,12/11/2018,3781095,"[19.5, 21.0]"
2642,12/11/2018,3781094,"[19.5, 21.0]"
2643,12/11/2018,3781092,"[22.75, 18.0]"
2644,12/11/2018,3781081,"[32.5, 18.0]"
2645,12/11/2018,3781081,"[15.25, 10.5]"
2646,12/11/2018,3781081,"[15.25, 6.0]"
2647,12/11/2018,3781003,"[31.25, 6.0]"
2648,12/11/2018,3780977,"[45.5, 15.0]"
2649,12/11/2018,3780964,"[34.5, 16.5]"
2650,12/11/2018,3780964,"[19.5, 21.0]"
2651,12/11/2018,3780964,"[35.75, 18.0]"
2652,12/11/2018,3780964,"[15.25, 10.5]"
2653,12/11/2018,3780964,"[19.5, 19.5]"
2654,12/11/2018,3780962,"[20.75, 9.0]"
2655,12/11/2018,3780818,"[41.0, 13.5]"
2656,12/11/2018,3780789,"[35.75, 21.0]"
2657,12/11/2018,3780789,"[20.75, 9.0]"
2658,12/11/2018,3780680,"[32.5, 12.0]"
2659,12/11/2018,3780700,"[42.25, 18.0]"
2660,12/11/2018,3780700,"[20.75, 9.0]"
2661,12/11/2018,3780664,"[19.5, 21.0]"
2662,12/11/2018,3780664,"[35.75, 22.5]"
2663,12/11/2018,3780654,"[20.75, 16.5]"
2664,12/11/2018,3780654,"[22.75, 21.0]"
2665,12/11/2018,3780639,"[19.5, 21.0]"
2666,12/11/2018,3780594,"[22.75, 6.0]"
2667,12/11/2018,3780577,"[19.5, 21.0]"
2668,12/11/2018,3780577,"[35.75, 22.5]"
2669,12/11/2018,3780564,"[19.5, 21.0]"
2670,12/11/2018,3780564,"[20.75, 15.0]"
2671,12/11/2018,3780544,"[35.75, 21.0]"
2672,12/11/2018,3780539,"[20.75, 9.0]"
2673,12/11/2018,3780515,"[35.75, 10.5]"
2674,12/11/2018,3780095,"[35.75, 13.5]"
2675,12/11/2018,3780095,"[19.5, 13.5]"
2676,12/11/2018,3780032,"[19.5, 21.0]"
2677,12/11/2018,3779922,"[20.75, 12.0]"
2678,12/11/2018,3781679,"[41.0, 15.0]"
2679,12/11/2018,3781675,"[26, 15.0]"
2680,12/11/2018,3781673,"[41.0, 10.5]"
2681,12/11/2018,3781670,"[22.75, 13.5]"
2682,12/11/2018,3781671,"[22.75, 13.5]"
2683,12/11/2018,3781666,"[31.25, 6.0]"
2684,12/11/2018,3781665,"[15.25, 21.0]"
2685,12/11/2018,3781665,"[22.75, 6.0]"
2686,12/11/2018,3781665,"[20.75, 15.0]"
2687,12/11/2018,3781664,"[24, 16.5]"
2688,12/11/2018,3781656,"[41.0, 15.0]"
2689,12/11/2018,3781647,"[22.75, 12.0]"
2690,12/11/2018,3781647,"[20.75, 12.0]"
2691,12/11/2018,3781647,"[20.75, 12.0]"
2692,12/11/2018,3781647,"[20.75, 12.0]"
2693,12/11/2018,3781636,"[22.75, 13.5]"
2694,12/11/2018,3781636,"[22.75, 12.0]"
2695,12/11/2018,3781625,"[24, 6.0]"
2696,12/11/2018,3781625,"[22.75, 13.5]"
2697,12/11/2018,3781625,"[24, 12.0]"
2698,12/11/2018,3781620,"[28.0, 18.0]"
2699,12/11/2018,3781621,"[37.75, 21.0]"
2700,12/11/2018,3781617,"[22.75, 13.5]"
2701,12/11/2018,3781618,"[24, 19.5]"
2702,12/11/2018,3781613,"[37.75, 12.0]"
2703,12/11/2018,3781608,"[52.0, 13.5]"
2704,12/11/2018,3781596,"[26, 13.5]"
2705,12/11/2018,3781597,"[15.25, 10.5]"
2706,12/11/2018,3781595,"[41.0, 22.5]"
2707,12/11/2018,3781593,"[24, 9.0]"
2708,12/11/2018,3781591,"[26, 21.0]"
2709,12/11/2018,3781589,"[24, 6.0]"
2710,12/11/2018,3781589,"[24, 16.5]"
2711,12/11/2018,3781587,"[42.25, 6.0]"
2712,12/11/2018,3781581,"[26, 10.5]"
2713,12/11/2018,3781579,"[39.0, 9.0]"
2714,12/11/2018,3781572,"[24, 13.5]"
2715,12/11/2018,3781562,"[22.75, 13.5]"
2716,12/11/2018,3781559,"[37.75, 13.5]"
2717,12/11/2018,3781559,"[22.75, 12.0]"
2718,12/11/2018,3781553,"[19.5, 12.0]"
2719,12/11/2018,3781553,"[42.25, 12.0]"
2720,12/11/2018,3781542,"[22.75, 16.5]"
2721,12/11/2018,3781542,"[22.75, 6.0]"
2722,12/11/2018,3781534,"[47.5, 19.5]"
2723,12/11/2018,3781526,"[44.25, 12.0]"
2724,12/11/2018,3781527,"[22.75, 15.0]"
2725,12/11/2018,3781519,"[37.75, 21.0]"
2726,12/11/2018,3781516,"[22.75, 13.5]"
2727,12/11/2018,3781506,"[24, 15.0]"
2728,12/11/2018,3781506,"[22.75, 21.0]"
2729,12/11/2018,3781503,"[47.5, 10.5]"
2730,12/11/2018,3781498,"[41.0, 16.5]"
2731,12/11/2018,3781498,"[45.5, 16.5]"
2732,12/11/2018,3781495,"[26, 15.0]"
2733,12/11/2018,3781456,"[41.0, 18.0]"
2734,12/11/2018,3781440,"[42.25, 16.5]"
2735,12/11/2018,3781427,"[15.25, 9.0]"
2736,12/11/2018,3781423,"[41.0, 21.0]"
2737,12/11/2018,3781414,"[24, 18.0]"
2738,12/11/2018,3781409,"[24, 6.0]"
2739,12/11/2018,3781365,"[32.5, 21.0]"
2740,12/11/2018,3781330,"[41.0, 15.0]"
2741,12/11/2018,3781329,"[47.5, 21.0]"
2742,12/11/2018,3781327,"[31.25, 10.5]"
2743,12/11/2018,3781327,"[19.5, 12.0]"
2744,12/11/2018,3781322,"[44.25, 10.5]"
2745,12/11/2018,3781292,"[45.5, 15.0]"
2746,12/11/2018,3781231,"[39.0, 9.0]"
2747,12/11/2018,3781076,"[32.5, 9.0]"
2748,12/11/2018,3781076,"[31.25, 12.0]"
2749,12/11/2018,3781076,"[31.25, 12.0]"
2750,12/11/2018,3780933,"[41.0, 13.5]"
2751,12/11/2018,3780873,"[47.5, 16.5]"
2752,12/11/2018,3780800,"[47.5, 10.5]"
2753,12/11/2018,3780703,"[47.5, 10.5]"
2754,12/11/2018,3780697,"[41.0, 9.0]"
2755,12/6/2018,3767211,"[37.75, 21.0]"
2756,12/6/2018,3767208,"[24, 18.0]"
2757,12/6/2018,3767209,"[41.0, 15.0]"
2758,12/6/2018,3767205,"[24, 19.5]"
2759,12/6/2018,3767202,"[44.25, 10.5]"
2760,12/6/2018,3767200,"[26, 6.0]"
2761,12/6/2018,3767196,"[35.75, 13.5]"
2762,12/6/2018,3767193,"[24, 19.5]"
2763,12/6/2018,3767194,"[26, 15.0]"
2764,12/6/2018,3767195,"[24, 12.0]"
2765,12/6/2018,3767192,"[41.0, 10.5]"
2766,12/6/2018,3767183,"[22.75, 10.5]"
2767,12/6/2018,3767188,"[47.5, 13.5]"
2768,12/6/2018,3767180,"[26, 21.0]"
2769,12/6/2018,3767177,"[24, 19.5]"
2770,12/6/2018,3767174,"[24, 18.0]"
2771,12/6/2018,3767165,"[47.5, 10.5]"
2772,12/6/2018,3767161,"[32.5, 22.5]"
2773,12/6/2018,3767156,"[45.5, 10.5]"
2774,12/6/2018,3767157,"[26, 6.0]"
2775,12/6/2018,3767153,"[29.25, 13.5]"
2776,12/6/2018,3767154,"[22.75, 13.5]"
2777,12/6/2018,3767142,"[41.0, 15.0]"
2778,12/6/2018,3767138,"[22.75, 13.5]"
2779,12/6/2018,3767136,"[35.75, 21.0]"
2780,12/6/2018,3767135,"[32.5, 21.0]"
2781,12/6/2018,3767130,"[31.25, 16.5]"
2782,12/6/2018,3767130,"[32.5, 16.5]"
2783,12/6/2018,3767131,"[22.75, 18.0]"
2784,12/6/2018,3767131,"[22.75, 12.0]"
2785,12/6/2018,3767131,"[20.75, 21.0]"
2786,12/6/2018,3767117,"[26, 22.5]"
2787,12/6/2018,3767068,"[47.5, 15.0]"
2788,12/6/2018,3767057,"[39.0, 12.0]"
2789,12/6/2018,3767050,"[29.25, 6.0]"
2790,12/6/2018,3767027,"[26, 15.0]"
2791,12/6/2018,3767025,"[28.0, 18.0]"
2792,12/6/2018,3767025,"[20.75, 9.0]"
2793,12/6/2018,3767022,"[28.0, 12.0]"
2794,12/6/2018,3767022,"[28.0, 15.0]"
2795,12/6/2018,3767023,"[19.5, 21.0]"
2796,12/6/2018,3767023,"[45.5, 18.0]"
2797,12/6/2018,3767016,"[28.0, 18.0]"
2798,12/6/2018,3767016,"[20.75, 9.0]"
2799,12/6/2018,3767014,"[41.0, 21.0]"
2800,12/6/2018,3767013,"[32.5, 21.0]"
2801,12/6/2018,3767013,"[29.25, 13.5]"
2802,12/6/2018,3767013,"[26, 6.0]"
2803,12/6/2018,3767013,"[29.25, 13.5]"
2804,12/6/2018,3767012,"[20.75, 9.0]"
2805,12/6/2018,3767006,"[20.75, 9.0]"
2806,12/6/2018,3766751,"[42.25, 16.5]"
2807,12/6/2018,3766751,"[20.75, 9.0]"
2808,12/6/2018,3765632,"[39.0, 12.0]"
2809,12/6/2018,3767228,"[20.75, 6.0]"
2810,12/6/2018,3767184,"[52.0, 13.5]"
2811,12/6/2018,3766386,"[42.25, 18.0]"
2812,12/6/2018,3766455,"[19.5, 21.0]"
2813,12/6/2018,3767416,"[15.25, 12.0]"
2814,12/6/2018,3767401,"[24, 19.5]"
2815,12/6/2018,3767393,"[24, 12.0]"
2816,12/6/2018,3767392,"[26, 10.5]"
2817,12/6/2018,3767371,"[24, 9.0]"
2818,12/6/2018,3767352,"[24, 21.0]"
2819,12/6/2018,3767344,"[39.0, 9.0]"
2820,12/6/2018,3767342,"[22.75, 13.5]"
2821,12/6/2018,3767343,"[20.75, 6.0]"
2822,12/6/2018,3767339,"[24, 9.0]"
2823,12/6/2018,3767339,"[26, 10.5]"
2824,12/6/2018,3767337,"[24, 15.0]"
2825,12/6/2018,3767329,"[26, 6.0]"
2826,12/6/2018,3767326,"[20.75, 10.5]"
2827,12/6/2018,3767326,"[22.75, 12.0]"
2828,12/6/2018,3767326,"[20.75, 12.0]"
2829,12/6/2018,3767326,"[20.75, 10.5]"
2830,12/6/2018,3767323,"[22.75, 15.0]"
2831,12/6/2018,3767323,"[41.0, 19.5]"
2832,12/6/2018,3767321,"[45.5, 16.5]"
2833,12/6/2018,3767321,"[20.75, 9.0]"
2834,12/6/2018,3767320,"[39.0, 9.0]"
2835,12/6/2018,3767320,"[20.75, 21.0]"
2836,12/6/2018,3767319,"[31.25, 12.0]"
2837,12/6/2018,3767319,"[31.25, 13.5]"
2838,12/6/2018,3767318,"[22.75, 12.0]"
2839,12/6/2018,3767318,"[22.75, 12.0]"
2840,12/6/2018,3767318,"[20.75, 12.0]"
2841,12/6/2018,3767318,"[20.75, 12.0]"
2842,12/6/2018,3767318,"[20.75, 12.0]"
2843,12/6/2018,3767318,"[20.75, 12.0]"
2844,12/6/2018,3767318,"[20.75, 18.0]"
2845,12/6/2018,3767316,"[19.5, 15.0]"
2846,12/6/2018,3767316,"[32.5, 18.0]"
2847,12/6/2018,3767316,"[15.25, 10.5]"
2848,12/6/2018,3767316,"[19.5, 16.5]"
2849,12/6/2018,3767316,"[15.25, 6.0]"
2850,12/6/2018,3767313,"[26, 10.5]"
2851,12/6/2018,3767311,"[41.0, 22.5]"
2852,12/6/2018,3767311,"[20.75, 9.0]"
2853,12/6/2018,3767303,"[52.0, 9.0]"
2854,12/6/2018,3767303,"[20.75, 9.0]"
2855,12/6/2018,3767296,"[34.5, 15.0]"
2856,12/6/2018,3767290,"[50.75, 12.0]"
2857,12/6/2018,3767289,"[19.5, 21.0]"
2858,12/6/2018,3767287,"[19.5, 21.0]"
2859,12/6/2018,3767284,"[29.25, 13.5]"
2860,12/6/2018,3767281,"[39.0, 9.0]"
2861,12/6/2018,3767282,"[20.75, 9.0]"
2862,12/6/2018,3767280,"[19.5, 21.0]"
2863,12/6/2018,3767277,"[24, 13.5]"
2864,12/6/2018,3767277,"[24, 13.5]"
2865,12/6/2018,3767277,"[24, 13.5]"
2866,12/6/2018,3767278,"[20.75, 6.0]"
2867,12/6/2018,3767278,"[20.75, 22.5]"
2868,12/6/2018,3767274,"[24, 19.5]"
2869,12/6/2018,3767274,"[20.75, 9.0]"
2870,12/6/2018,3767276,"[47.5, 10.5]"
2871,12/6/2018,3767272,"[22.75, 13.5]"
2872,12/6/2018,3767268,"[19.5, 21.0]"
2873,12/6/2018,3767269,"[19.5, 21.0]"
2874,12/6/2018,3767266,"[24, 6.0]"
2875,12/6/2018,3767266,"[22.75, 13.5]"
2876,12/6/2018,3767262,"[20.75, 9.0]"
2877,12/6/2018,3767260,"[32.5, 18.0]"
2878,12/6/2018,3767258,"[45.5, 19.5]"
2879,12/6/2018,3767254,"[22.75, 15.0]"
2880,12/6/2018,3767254,"[45.5, 22.5]"
2881,12/6/2018,3767250,"[19.5, 21.0]"
2882,12/6/2018,3767245,"[19.5, 21.0]"
2883,12/6/2018,3767242,"[19.5, 21.0]"
2884,12/6/2018,3767242,"[39.0, 18.0]"
2885,12/6/2018,3767243,"[45.5, 16.5]"
2886,12/6/2018,3767239,"[34.5, 15.0]"
2887,12/6/2018,3767239,"[26, 6.0]"
2888,12/6/2018,3767198,"[31.25, 16.5]"
2889,12/6/2018,3767173,"[35.75, 21.0]"
2890,12/6/2018,3767171,"[24, 6.0]"
2891,12/6/2018,3767166,"[22.75, 10.5]"
2892,12/6/2018,3767167,"[24, 9.0]"
2893,12/6/2018,3767116,"[22.75, 12.0]"
2894,12/6/2018,3767116,"[20.75, 12.0]"
2895,12/6/2018,3766991,"[20.75, 9.0]"
2896,12/6/2018,3766639,"[22.75, 13.5]"
2897,12/6/2018,3767511,"[22.75, 13.5]"
2898,12/6/2018,3767501,"[26, 6.0]"
2899,12/6/2018,3767492,"[44.25, 12.0]"
2900,12/6/2018,3767495,"[45.5, 16.5]"
2901,12/6/2018,3767488,"[22.75, 13.5]"
2902,12/6/2018,3767480,"[24, 6.0]"
2903,12/6/2018,3767480,"[24, 19.5]"
2904,12/6/2018,3767454,"[45.5, 22.5]"
2905,12/6/2018,3767454,"[42.25, 10.5]"
2906,12/6/2018,3767453,"[45.5, 15.0]"
2907,12/6/2018,3767433,"[47.5, 10.5]"
2908,12/6/2018,3767433,"[44.25, 9.0]"
2909,12/6/2018,3767434,"[39.0, 16.5]"
2910,12/6/2018,3767419,"[47.5, 10.5]"
2911,12/6/2018,3767423,"[31.25, 6.0]"
2912,12/6/2018,3767404,"[22.75, 13.5]"
2913,12/6/2018,3767388,"[24, 18.0]"
2914,12/6/2018,3767379,"[35.75, 16.5]"
2915,12/6/2018,3767377,"[26, 22.5]"
2916,12/6/2018,3767369,"[48.75, 6.0]"
2917,12/6/2018,3767362,"[47.5, 21.0]"
2918,12/6/2018,3767358,"[26, 18.0]"
2919,12/6/2018,3767358,"[24, 12.0]"
2920,12/6/2018,3767358,"[20.75, 9.0]"
2921,12/6/2018,3767360,"[28.0, 15.0]"
2922,12/6/2018,3767360,"[26, 22.5]"
2923,12/6/2018,3767357,"[37.75, 15.0]"
2924,12/6/2018,3767353,"[20.75, 12.0]"
2925,12/13/2018,3786373,"[19.5, 18.0]"
2926,12/13/2018,3786373,"[20.75, 9.0]"
2927,12/13/2018,3786341,"[22.75, 21.0]"
2928,12/13/2018,3786341,"[15.25, 21.0]"
2929,12/13/2018,3786341,"[15.25, 21.0]"
2930,12/13/2018,3786341,"[22.75, 6.0]"
2931,12/13/2018,3786325,"[20.75, 15.0]"
2932,12/13/2018,3786249,"[48.75, 12.0]"
2933,12/13/2018,3786249,"[20.75, 9.0]"
2934,12/13/2018,3786237,"[45.5, 16.5]"
2935,12/13/2018,3786221,"[41.0, 13.5]"
2936,12/13/2018,3786221,"[20.75, 9.0]"
2937,12/13/2018,3786138,"[24, 13.5]"
2938,12/13/2018,3786123,"[29.25, 13.5]"
2939,12/13/2018,3785975,"[34.5, 12.0]"
2940,12/13/2018,3785741,"[24, 10.5]"
2941,12/13/2018,3785741,"[20.75, 12.0]"
2942,12/13/2018,3785730,"[28.0, 16.5]"
2943,12/13/2018,3785730,"[22.75, 16.5]"
2944,12/13/2018,3785730,"[20.75, 9.0]"
2945,12/13/2018,3785719,"[28.0, 9.0]"
2946,12/13/2018,3785713,"[22.75, 13.5]"
2947,12/13/2018,3785713,"[24, 12.0]"
2948,12/13/2018,3785662,"[22.75, 21.0]"
2949,12/13/2018,3785662,"[15.25, 21.0]"
2950,12/13/2018,3785662,"[15.25, 21.0]"
2951,12/13/2018,3785662,"[22.75, 6.0]"
2952,12/13/2018,3785630,"[34.5, 12.0]"
2953,12/13/2018,3785630,"[34.5, 6.0]"
2954,12/13/2018,3785629,"[22.75, 13.5]"
2955,12/13/2018,3785605,"[22.75, 21.0]"
2956,12/13/2018,3785605,"[15.25, 21.0]"
2957,12/13/2018,3785605,"[15.25, 21.0]"
2958,12/13/2018,3785605,"[22.75, 6.0]"
2959,12/13/2018,3785542,"[48.75, 12.0]"
2960,12/13/2018,3785542,"[20.75, 9.0]"
2961,12/13/2018,3785527,"[34.5, 16.5]"
2962,12/13/2018,3785527,"[34.5, 12.0]"
2963,12/13/2018,3785449,"[32.5, 12.0]"
2964,12/13/2018,3785387,"[37.75, 10.5]"
2965,12/13/2018,3785387,"[19.5, 21.0]"
2966,12/13/2018,3785387,"[22.75, 21.0]"
2967,12/13/2018,3785387,"[15.25, 21.0]"
2968,12/13/2018,3785387,"[15.25, 21.0]"
2969,12/13/2018,3785387,"[22.75, 6.0]"
2970,12/13/2018,3785373,"[24, 12.0]"
2971,12/13/2018,3785373,"[20.75, 9.0]"
2972,12/13/2018,3801720,"[24, 19.5]"
2973,12/13/2018,3801450,"[22.75, 16.5]"
2974,12/13/2018,3801343,"[24, 10.5]"
2975,12/13/2018,3801336,"[20.75, 6.0]"
2976,12/13/2018,3800875,"[24, 10.5]"
2977,12/13/2018,3800780,"[24, 10.5]"
2978,12/13/2018,3800780,"[20.75, 22.5]"
2979,12/13/2018,3799323,"[20.75, 13.5]"
2980,12/13/2018,3799319,"[44.25, 21.0]"
2981,12/13/2018,3799309,"[26, 13.5]"
2982,12/13/2018,3799309,"[26, 16.5]"
2983,12/13/2018,3799309,"[22.75, 12.0]"
2984,12/13/2018,3799309,"[20.75, 12.0]"
2985,12/13/2018,3799309,"[20.75, 12.0]"
2986,12/13/2018,3799309,"[20.75, 12.0]"
2987,12/13/2018,3799307,"[24, 18.0]"
2988,12/13/2018,3799268,"[26, 12.0]"
2989,12/13/2018,3799199,"[37.75, 6.0]"
2990,12/13/2018,3799199,"[19.5, 19.5]"
2991,12/13/2018,3799199,"[15.25, 21.0]"
2992,12/13/2018,3799199,"[22.75, 6.0]"
2993,12/13/2018,3799097,"[39.0, 9.0]"
2994,12/13/2018,3799068,"[39.0, 9.0]"
2995,12/13/2018,3798931,"[26, 6.0]"
2996,12/13/2018,3798935,"[24, 19.5]"
2997,12/13/2018,3798929,"[26, 22.5]"
2998,12/13/2018,3798857,"[22.75, 13.5]"
2999,12/13/2018,3798810,"[22.75, 13.5]"
3000,12/13/2018,3798781,"[20.75, 9.0]"
3001,12/13/2018,3798009,"[37.75, 12.0]"
3002,12/13/2018,3798051,"[37.75, 21.0]"
3003,12/13/2018,3797893,"[22.75, 13.5]"
3004,12/13/2018,3797877,"[28.0, 22.5]"
3005,12/13/2018,3797829,"[45.5, 12.0]"
3006,12/13/2018,3797797,"[37.75, 13.5]"
3007,12/13/2018,3797797,"[22.75, 12.0]"
3008,12/13/2018,3797795,"[26, 18.0]"
3009,12/13/2018,3797784,"[20.75, 10.5]"
3010,12/13/2018,3797784,"[20.75, 10.5]"
3011,12/13/2018,3797769,"[19.5, 18.0]"
3012,12/13/2018,3797758,"[32.5, 18.0]"
3013,12/13/2018,3797742,"[28.0, 16.5]"
3014,12/13/2018,3797757,"[24, 16.5]"
3015,12/13/2018,3797695,"[22.75, 13.5]"
3016,12/13/2018,3797662,"[24, 16.5]"
3017,12/13/2018,3797641,"[26, 6.0]"
3018,12/13/2018,3797640,"[24, 6.0]"
3019,12/13/2018,3797628,"[37.75, 21.0]"
3020,12/13/2018,3797632,"[20.75, 6.0]"
3021,12/13/2018,3797632,"[20.75, 12.0]"
3022,12/13/2018,3800956,"[26, 22.5]"
3023,12/13/2018,3799735,"[34.5, 12.0]"
3024,12/13/2018,3797520,"[28.0, 15.0]"
3025,12/13/2018,3797516,"[24, 13.5]"
3026,12/13/2018,3801870,"[20.75, 10.5]"
3027,12/13/2018,3801722,"[24, 21.0]"
3028,12/13/2018,3801534,"[15.25, 12.0]"
3029,12/13/2018,3801013,"[22.75, 9.0]"
3030,12/13/2018,3800954,"[24, 19.5]"
3031,12/13/2018,3800937,"[48.75, 12.0]"
3032,12/13/2018,3800932,"[24, 18.0]"
3033,12/13/2018,3800930,"[24, 16.5]"
3034,12/13/2018,3800350,"[22.75, 19.5]"
3035,12/13/2018,3800340,"[26, 10.5]"
3036,12/13/2018,3799411,"[26, 16.5]"
3037,12/13/2018,3799413,"[24, 6.0]"
3038,12/13/2018,3799405,"[19.5, 9.0]"
3039,12/13/2018,3799405,"[35.75, 13.5]"
3040,12/13/2018,3799405,"[20.75, 10.5]"
3041,12/13/2018,3799400,"[20.75, 6.0]"
3042,12/13/2018,3799402,"[24, 19.5]"
3043,12/13/2018,3799387,"[26, 22.5]"
3044,12/13/2018,3799318,"[26, 22.5]"
3045,12/13/2018,3799286,"[41.0, 10.5]"
3046,12/13/2018,3799272,"[22.75, 13.5]"
3047,12/13/2018,3799230,"[44.25, 21.0]"
3048,12/13/2018,3799220,"[24, 19.5]"
3049,12/13/2018,3799173,"[24, 15.0]"
3050,12/13/2018,3799198,"[24, 9.0]"
3051,12/13/2018,3799115,"[24, 19.5]"
3052,12/13/2018,3799005,"[20.75, 10.5]"
3053,12/13/2018,3798987,"[24, 21.0]"
3054,12/13/2018,3798904,"[24, 9.0]"
