,DATE,OrderNumber,Coord
1273,12/10/2018,3776886,"[24, 21.0]"
1274,12/10/2018,3776886,"[22.75, 12.0]"
1275,12/10/2018,3776886,"[22.75, 12.0]"
1276,12/10/2018,3776880,"[20.75, 6.0]"
1277,12/10/2018,3776881,"[24, 19.5]"
1278,12/10/2018,3776878,"[22.75, 13.5]"
1279,12/10/2018,3776867,"[22.75, 13.5]"
1280,12/10/2018,3776853,"[45.5, 22.5]"
1281,12/10/2018,3776840,"[41.0, 15.0]"
1282,12/10/2018,3776836,"[24, 10.5]"
1283,12/10/2018,3776828,"[19.5, 21.0]"
1284,12/10/2018,3776828,"[45.5, 22.5]"
1285,12/10/2018,3776818,"[24, 13.5]"
1286,12/10/2018,3776814,"[32.5, 21.0]"
1287,12/10/2018,3776809,"[44.25, 21.0]"
1288,12/10/2018,3776794,"[22.75, 6.0]"
1289,12/10/2018,3776788,"[45.5, 18.0]"
1290,12/10/2018,3776786,"[24, 16.5]"
1291,12/10/2018,3776786,"[44.25, 21.0]"
1292,12/10/2018,3776786,"[24, 18.0]"
1293,12/10/2018,3776786,"[20.75, 9.0]"
1294,12/10/2018,3776784,"[52.0, 13.5]"
1295,12/10/2018,3776777,"[41.0, 13.5]"
1296,12/10/2018,3776776,"[24, 12.0]"
1297,12/10/2018,3776774,"[24, 15.0]"
1298,12/10/2018,3776764,"[35.75, 19.5]"
1299,12/10/2018,3776750,"[24, 16.5]"
1300,12/10/2018,3776751,"[41.0, 15.0]"
1301,12/10/2018,3776747,"[22.75, 13.5]"
1302,12/10/2018,3776738,"[20.75, 12.0]"
1303,12/10/2018,3776738,"[24, 19.5]"
1304,12/10/2018,3776739,"[45.5, 12.0]"
1305,12/10/2018,3776730,"[20.75, 16.5]"
1306,12/10/2018,3776721,"[19.5, 21.0]"
1307,12/10/2018,3776699,"[24, 12.0]"
1308,12/10/2018,3776698,"[44.25, 10.5]"
1309,12/10/2018,3776688,"[29.25, 13.5]"
1310,12/10/2018,3776688,"[26, 6.0]"
1311,12/10/2018,3776669,"[34.5, 12.0]"
1312,12/10/2018,3776669,"[20.75, 6.0]"
1313,12/10/2018,3776653,"[47.5, 21.0]"
1314,12/10/2018,3776616,"[45.5, 13.5]"
1315,12/10/2018,3776615,"[24, 10.5]"
1316,12/10/2018,3776615,"[22.75, 6.0]"
1317,12/10/2018,3776615,"[28.0, 22.5]"
1318,12/10/2018,3776613,"[20.75, 6.0]"
1319,12/10/2018,3776608,"[47.5, 16.5]"
1320,12/10/2018,3776583,"[22.75, 16.5]"
1321,12/10/2018,3776563,"[24, 16.5]"
1322,12/10/2018,3776563,"[22.75, 10.5]"
1323,12/10/2018,3776560,"[45.5, 13.5]"
1324,12/10/2018,3776548,"[42.25, 15.0]"
1325,12/10/2018,3777836,"[41.0, 12.0]"
1326,12/10/2018,3777836,"[44.25, 19.5]"
1327,12/10/2018,3777836,"[20.75, 9.0]"
1328,12/10/2018,3777824,"[26, 18.0]"
1329,12/10/2018,3777824,"[19.5, 21.0]"
1330,12/10/2018,3777824,"[31.25, 22.5]"
1331,12/10/2018,3777824,"[20.75, 9.0]"
1332,12/10/2018,3777805,"[44.25, 9.0]"
1333,12/10/2018,3777805,"[19.5, 21.0]"
1334,12/10/2018,3777332,"[34.5, 12.0]"
1335,12/10/2018,3777396,"[47.5, 21.0]"
1336,12/10/2018,3777306,"[26, 15.0]"
1337,12/10/2018,3777307,"[34.5, 18.0]"
1338,12/10/2018,3777307,"[34.5, 16.5]"
1339,12/10/2018,3777307,"[19.5, 21.0]"
1340,12/10/2018,3777261,"[24, 15.0]"
1341,12/10/2018,3777252,"[19.5, 21.0]"
1342,12/10/2018,3777207,"[31.25, 6.0]"
1343,12/10/2018,3777169,"[41.0, 10.5]"
1344,12/10/2018,3776780,"[39.0, 9.0]"
1345,12/10/2018,3776780,"[20.75, 21.0]"
1346,12/10/2018,3776766,"[22.75, 12.0]"
1347,12/10/2018,3776766,"[22.75, 12.0]"
1348,12/10/2018,3776766,"[20.75, 12.0]"
1349,12/10/2018,3776755,"[24, 12.0]"
1350,12/10/2018,3776755,"[28.0, 9.0]"
1351,12/10/2018,3776755,"[22.75, 10.5]"
1352,12/10/2018,3776755,"[37.75, 19.5]"
1353,12/10/2018,3778176,"[39.0, 18.0]"
1354,12/10/2018,3778176,"[19.5, 21.0]"
1355,12/10/2018,3777991,"[24, 10.5]"
1356,12/10/2018,3777991,"[24, 12.0]"
1357,12/10/2018,3777958,"[26, 10.5]"
1358,12/10/2018,3777925,"[47.5, 15.0]"
1359,12/10/2018,3777049,"[15.25, 9.0]"
1360,12/10/2018,3777049,"[19.5, 21.0]"
1361,12/10/2018,3777049,"[37.75, 15.0]"
1362,12/10/2018,3778223,"[24, 13.5]"
1363,12/10/2018,3778221,"[26, 16.5]"
1364,12/10/2018,3778211,"[44.25, 6.0]"
1365,12/10/2018,3778190,"[15.25, 10.5]"
1366,12/10/2018,3778190,"[22.75, 12.0]"
1367,12/10/2018,3778189,"[22.75, 15.0]"
1368,12/10/2018,3778189,"[42.25, 6.0]"
1369,12/10/2018,3778189,"[26, 19.5]"
1370,12/10/2018,3778189,"[20.75, 9.0]"
1371,12/10/2018,3778185,"[42.25, 12.0]"
1372,12/10/2018,3778185,"[42.25, 12.0]"
1373,12/10/2018,3778165,"[24, 18.0]"
1374,12/10/2018,3778137,"[47.5, 9.0]"
1375,12/10/2018,3778135,"[22.75, 13.5]"
1376,12/10/2018,3778136,"[47.5, 10.5]"
1377,12/10/2018,3778134,"[41.0, 15.0]"
1378,12/10/2018,3778126,"[41.0, 19.5]"
1379,12/10/2018,3778108,"[52.0, 13.5]"
1380,12/10/2018,3778039,"[31.25, 6.0]"
1381,12/10/2018,3778017,"[34.5, 12.0]"
1382,12/10/2018,3778013,"[35.75, 13.5]"
1383,12/10/2018,3777995,"[41.0, 22.5]"
1384,12/10/2018,3777992,"[22.75, 15.0]"
1385,12/10/2018,3777992,"[45.5, 10.5]"
1386,12/10/2018,3777992,"[15.25, 6.0]"
1387,12/10/2018,3777992,"[37.75, 13.5]"
1388,12/10/2018,3777976,"[50.75, 10.5]"
1389,12/10/2018,3777970,"[22.75, 12.0]"
1390,12/10/2018,3777970,"[20.75, 12.0]"
1391,12/10/2018,3777970,"[20.75, 12.0]"
1392,12/10/2018,3777960,"[48.75, 6.0]"
1393,12/10/2018,3777946,"[19.5, 16.5]"
1394,12/10/2018,3777935,"[26, 6.0]"
1395,12/10/2018,3777927,"[45.5, 13.5]"
1396,12/10/2018,3777903,"[19.5, 21.0]"
1397,12/10/2018,3777902,"[19.5, 21.0]"
1398,12/10/2018,3777902,"[32.5, 10.5]"
1399,12/10/2018,3777901,"[20.75, 21.0]"
1400,12/10/2018,3777896,"[22.75, 15.0]"
1401,12/10/2018,3777893,"[37.75, 21.0]"
1402,12/10/2018,3777887,"[45.5, 19.5]"
1403,12/10/2018,3777886,"[19.5, 21.0]"
1404,12/10/2018,3777886,"[44.25, 19.5]"
1405,12/10/2018,3777883,"[35.75, 21.0]"
1406,12/10/2018,3777877,"[20.75, 13.5]"
1407,12/10/2018,3777876,"[39.0, 9.0]"
1408,12/10/2018,3777865,"[26, 6.0]"
1409,12/10/2018,3777857,"[28.0, 18.0]"
1410,12/10/2018,3777857,"[47.5, 21.0]"
1411,12/10/2018,3777856,"[31.25, 21.0]"
1412,12/10/2018,3777856,"[24, 13.5]"
1413,12/10/2018,3777853,"[45.5, 13.5]"
1414,12/10/2018,3777850,"[19.5, 21.0]"
1415,12/10/2018,3777844,"[19.5, 21.0]"
1416,12/10/2018,3777835,"[45.5, 22.5]"
1417,12/10/2018,3777832,"[22.75, 13.5]"
1418,12/10/2018,3777830,"[41.0, 16.5]"
1419,12/10/2018,3777830,"[41.0, 15.0]"
1420,12/10/2018,3777827,"[44.25, 21.0]"
1421,12/10/2018,3777821,"[45.5, 10.5]"
1422,12/10/2018,3777821,"[19.5, 21.0]"
1423,12/10/2018,3777816,"[44.25, 10.5]"
1424,12/10/2018,3777814,"[19.5, 16.5]"
1425,12/10/2018,3777813,"[20.75, 15.0]"
1426,12/10/2018,3777812,"[44.25, 12.0]"
1427,12/10/2018,3777812,"[20.75, 10.5]"
1428,12/10/2018,3777806,"[19.5, 21.0]"
1429,12/10/2018,3777797,"[24, 6.0]"
1430,12/10/2018,3777797,"[22.75, 13.5]"
1431,12/10/2018,3777796,"[37.75, 13.5]"
1432,12/10/2018,3777796,"[22.75, 12.0]"
1433,12/10/2018,3777794,"[22.75, 21.0]"
1434,12/10/2018,3777794,"[15.25, 21.0]"
1435,12/10/2018,3777794,"[15.25, 21.0]"
1436,12/10/2018,3777794,"[22.75, 6.0]"
1437,12/10/2018,3777784,"[24, 21.0]"
1438,12/10/2018,3777788,"[45.5, 12.0]"
1439,12/10/2018,3777776,"[24, 10.5]"
1440,12/10/2018,3777776,"[19.5, 21.0]"
1441,12/10/2018,3777776,"[45.5, 22.5]"
1442,12/10/2018,3777771,"[19.5, 21.0]"
1443,12/10/2018,3777771,"[41.0, 15.0]"
1444,12/10/2018,3777770,"[31.25, 6.0]"
1445,12/10/2018,3777769,"[19.5, 21.0]"
1446,12/10/2018,3777769,"[35.75, 22.5]"
1447,12/12/2018,3783234,"[24, 19.5]"
1448,12/12/2018,3785231,"[22.75, 12.0]"
1449,12/12/2018,3784779,"[19.5, 21.0]"
1450,12/12/2018,3784779,"[45.5, 22.5]"
1451,12/12/2018,3784695,"[24, 10.5]"
1452,12/12/2018,3784688,"[20.75, 16.5]"
1453,12/12/2018,3784576,"[24, 10.5]"
1454,12/12/2018,3784476,"[22.75, 13.5]"
1455,12/12/2018,3784404,"[24, 6.0]"
1456,12/12/2018,3784392,"[41.0, 10.5]"
1457,12/12/2018,3784375,"[26, 6.0]"
1458,12/12/2018,3784341,"[20.75, 21.0]"
1459,12/12/2018,3784292,"[26, 22.5]"
1460,12/12/2018,3784266,"[41.0, 10.5]"
1461,12/12/2018,3784243,"[24, 19.5]"
1462,12/12/2018,3784114,"[50.75, 9.0]"
1463,12/12/2018,3784116,"[26, 22.5]"
1464,12/12/2018,3784116,"[24, 19.5]"
1465,12/12/2018,3784113,"[24, 9.0]"
1466,12/12/2018,3784098,"[52.0, 13.5]"
1467,12/12/2018,3784098,"[20.75, 10.5]"
1468,12/12/2018,3784098,"[20.75, 9.0]"
1469,12/12/2018,3784068,"[26, 15.0]"
1470,12/12/2018,3784068,"[41.0, 10.5]"
1471,12/12/2018,3784057,"[26, 22.5]"
1472,12/12/2018,3784041,"[24, 21.0]"
1473,12/12/2018,3784042,"[22.75, 15.0]"
1474,12/12/2018,3784033,"[22.75, 21.0]"
1475,12/12/2018,3784033,"[15.25, 21.0]"
1476,12/12/2018,3784033,"[15.25, 21.0]"
1477,12/12/2018,3784033,"[22.75, 6.0]"
1478,12/12/2018,3784031,"[24, 13.5]"
1479,12/12/2018,3784021,"[37.75, 9.0]"
1480,12/12/2018,3784017,"[22.75, 13.5]"
1481,12/12/2018,3784015,"[24, 19.5]"
1482,12/12/2018,3784010,"[26, 6.0]"
1483,12/12/2018,3784003,"[24, 19.5]"
1484,12/12/2018,3784003,"[24, 19.5]"
1485,12/12/2018,3783971,"[22.75, 12.0]"
1486,12/12/2018,3783971,"[20.75, 12.0]"
1487,12/12/2018,3783971,"[20.75, 12.0]"
1488,12/12/2018,3783956,"[29.25, 13.5]"
1489,12/12/2018,3783956,"[26, 16.5]"
1490,12/12/2018,3783911,"[48.75, 12.0]"
1491,12/12/2018,3783923,"[26, 22.5]"
1492,12/12/2018,3783909,"[24, 10.5]"
1493,12/12/2018,3783910,"[26, 22.5]"
1494,12/12/2018,3783880,"[20.75, 9.0]"
1495,12/12/2018,3783847,"[24, 19.5]"
1496,12/12/2018,3783832,"[26, 10.5]"
1497,12/12/2018,3783833,"[24, 16.5]"
1498,12/12/2018,3783785,"[24, 19.5]"
1499,12/12/2018,3783785,"[24, 21.0]"
1500,12/12/2018,3783722,"[19.5, 21.0]"
1501,12/12/2018,3783755,"[31.25, 22.5]"
1502,12/12/2018,3783675,"[19.5, 21.0]"
1503,12/12/2018,3783648,"[44.25, 9.0]"
1504,12/12/2018,3783648,"[19.5, 21.0]"
1505,12/12/2018,3783648,"[39.0, 9.0]"
1506,12/12/2018,3783622,"[19.5, 21.0]"
1507,12/12/2018,3783622,"[44.25, 16.5]"
1508,12/12/2018,3783627,"[34.5, 16.5]"
1509,12/12/2018,3783627,"[19.5, 21.0]"
1510,12/12/2018,3783627,"[45.5, 15.0]"
1511,12/12/2018,3783544,"[22.75, 13.5]"
1512,12/12/2018,3783585,"[42.25, 16.5]"
1513,12/12/2018,3783541,"[24, 12.0]"
1514,12/12/2018,3783541,"[37.75, 12.0]"
1515,12/12/2018,3783541,"[19.5, 21.0]"
1516,12/12/2018,3783500,"[22.75, 13.5]"
1517,12/12/2018,3783458,"[34.5, 6.0]"
1518,12/12/2018,3783458,"[35.75, 10.5]"
1519,12/12/2018,3783458,"[19.5, 21.0]"
1520,12/12/2018,3783409,"[37.75, 12.0]"
1521,12/12/2018,3783292,"[26, 10.5]"
1522,12/12/2018,3783308,"[44.25, 21.0]"
1523,12/12/2018,3783279,"[24, 19.5]"
1524,12/12/2018,3783279,"[20.75, 9.0]"
1525,12/12/2018,3783253,"[42.25, 13.5]"
1526,12/12/2018,3785305,"[37.75, 13.5]"
1527,12/12/2018,3785305,"[22.75, 12.0]"
1528,12/12/2018,3785276,"[20.75, 9.0]"
1529,12/12/2018,3785242,"[44.25, 22.5]"
1530,12/12/2018,3785242,"[19.5, 21.0]"
1531,12/12/2018,3785242,"[44.25, 22.5]"
1532,12/12/2018,3785242,"[42.25, 12.0]"
1533,12/12/2018,3785211,"[37.75, 18.0]"
1534,12/12/2018,3785192,"[41.0, 15.0]"
1535,12/12/2018,3785166,"[31.25, 12.0]"
1536,12/12/2018,3785064,"[34.5, 12.0]"
1537,12/12/2018,3785032,"[47.5, 16.5]"
1538,12/12/2018,3784995,"[45.5, 13.5]"
1539,12/12/2018,3785017,"[37.75, 21.0]"
1540,12/12/2018,3784987,"[39.0, 12.0]"
1541,12/12/2018,3784928,"[41.0, 15.0]"
1542,12/12/2018,3784890,"[44.25, 6.0]"
1543,12/12/2018,3784843,"[47.5, 6.0]"
1544,12/12/2018,3784797,"[41.0, 15.0]"
1545,12/12/2018,3784795,"[42.25, 9.0]"
1546,12/12/2018,3784703,"[19.5, 21.0]"
1547,12/12/2018,3784671,"[20.75, 6.0]"
1548,12/12/2018,3784660,"[41.0, 15.0]"
1549,12/12/2018,3784611,"[41.0, 16.5]"
1550,12/12/2018,3784588,"[47.5, 9.0]"
1551,12/12/2018,3784570,"[32.5, 19.5]"
1552,12/12/2018,3784558,"[22.75, 15.0]"
1553,12/12/2018,3784558,"[42.25, 6.0]"
1554,12/12/2018,3784558,"[20.75, 9.0]"
1555,12/12/2018,3784543,"[45.5, 15.0]"
1556,12/12/2018,3784536,"[44.25, 10.5]"
1557,12/12/2018,3784411,"[32.5, 12.0]"
1558,12/12/2018,3784362,"[41.0, 13.5]"
1559,12/12/2018,3784362,"[47.5, 10.5]"
1560,12/12/2018,3784362,"[24, 9.0]"
1561,12/12/2018,3784362,"[20.75, 9.0]"
1562,12/12/2018,3784355,"[20.75, 18.0]"
1563,12/12/2018,3784200,"[44.25, 12.0]"
1564,12/12/2018,3784144,"[41.0, 22.5]"
1565,12/12/2018,3784093,"[22.75, 13.5]"
1566,12/12/2018,3784086,"[47.5, 18.0]"
1567,12/12/2018,3784078,"[20.75, 13.5]"
1568,12/12/2018,3784077,"[41.0, 15.0]"
1569,12/12/2018,3784066,"[47.5, 21.0]"
1570,12/12/2018,3784065,"[19.5, 12.0]"
1571,12/12/2018,3784065,"[42.25, 12.0]"
1572,12/12/2018,3784047,"[20.75, 18.0]"
1573,12/12/2018,3784039,"[20.75, 9.0]"
1574,12/12/2018,3784014,"[22.75, 13.5]"
1575,12/12/2018,3784009,"[22.75, 15.0]"
1576,12/12/2018,3784009,"[42.25, 6.0]"
1577,12/12/2018,3783973,"[24, 19.5]"
1578,12/12/2018,3783963,"[26, 18.0]"
1579,12/12/2018,3783955,"[24, 12.0]"
1580,12/12/2018,3783922,"[24, 15.0]"
1581,12/12/2018,3783897,"[19.5, 12.0]"
1582,12/12/2018,3783897,"[44.25, 22.5]"
1583,12/12/2018,3783897,"[42.25, 12.0]"
1584,12/12/2018,3783857,"[20.75, 12.0]"
1585,12/12/2018,3783857,"[20.75, 12.0]"
1586,12/12/2018,3783855,"[24, 9.0]"
1587,12/12/2018,3783846,"[20.75, 12.0]"
1588,12/12/2018,3783837,"[47.5, 9.0]"
1589,12/12/2018,3783836,"[42.25, 15.0]"
1590,12/12/2018,3783764,"[19.5, 12.0]"
1591,12/12/2018,3783764,"[44.25, 22.5]"
1592,12/12/2018,3783764,"[41.0, 10.5]"
1593,12/12/2018,3783737,"[19.5, 21.0]"
1594,12/12/2018,3783716,"[44.25, 22.5]"
1595,12/12/2018,3783716,"[19.5, 21.0]"
1596,12/12/2018,3783714,"[31.25, 6.0]"
1597,12/12/2018,3783712,"[47.5, 22.5]"
1598,12/12/2018,3783712,"[22.75, 15.0]"
1599,12/12/2018,3783712,"[20.75, 9.0]"
1600,12/12/2018,3783712,"[20.75, 9.0]"
1601,12/12/2018,3783712,"[22.75, 21.0]"
1602,12/12/2018,3783706,"[45.5, 19.5]"
1603,12/12/2018,3783706,"[19.5, 21.0]"
1604,12/12/2018,3783706,"[20.75, 9.0]"
1605,12/12/2018,3783704,"[19.5, 21.0]"
1606,12/12/2018,3783704,"[35.75, 22.5]"
1607,12/12/2018,3783703,"[20.75, 9.0]"
1608,12/12/2018,3783692,"[41.0, 15.0]"
1609,12/12/2018,3783681,"[39.0, 16.5]"
1610,12/12/2018,3783674,"[22.75, 15.0]"
1611,12/12/2018,3783674,"[19.5, 21.0]"
1612,12/12/2018,3783674,"[44.25, 9.0]"
1613,12/12/2018,3783664,"[19.5, 21.0]"
1614,12/12/2018,3783659,"[32.5, 21.0]"
1615,12/12/2018,3783659,"[15.25, 9.0]"
1616,12/12/2018,3783659,"[19.5, 21.0]"
1617,12/12/2018,3783659,"[37.75, 15.0]"
1618,12/12/2018,3783647,"[19.5, 21.0]"
1619,12/12/2018,3783641,"[19.5, 21.0]"
1620,12/12/2018,3783637,"[22.75, 10.5]"
1621,12/12/2018,3783637,"[20.75, 15.0]"
1622,12/12/2018,3783626,"[19.5, 21.0]"
1623,12/12/2018,3783625,"[44.25, 22.5]"
1624,12/12/2018,3783625,"[19.5, 21.0]"
1625,12/12/2018,3783608,"[35.75, 12.0]"
1626,12/12/2018,3783534,"[45.5, 19.5]"
1627,12/12/2018,3783534,"[26, 10.5]"
1628,12/12/2018,3783462,"[44.25, 13.5]"
1629,12/12/2018,3783460,"[52.0, 12.0]"
1630,12/12/2018,3783460,"[15.25, 12.0]"
1631,12/12/2018,3783459,"[31.25, 16.5]"
1632,12/12/2018,3783457,"[19.5, 21.0]"
1633,12/12/2018,3783440,"[31.25, 22.5]"
1634,12/12/2018,3788865,"[44.25, 21.0]"
1635,12/12/2018,3788861,"[24, 13.5]"
1636,12/12/2018,3788784,"[34.5, 12.0]"
1637,12/12/2018,3788777,"[20.75, 9.0]"
1638,12/12/2018,3788766,"[37.75, 21.0]"
1639,12/12/2018,3788764,"[32.5, 21.0]"
1640,12/12/2018,3788765,"[22.75, 13.5]"
1641,12/12/2018,3788723,"[37.75, 19.5]"
1642,12/12/2018,3788691,"[20.75, 12.0]"
1643,12/12/2018,3788691,"[20.75, 12.0]"
1644,12/12/2018,3788684,"[26, 22.5]"
1645,12/12/2018,3788676,"[26, 22.5]"
1646,12/12/2018,3788662,"[26, 22.5]"
1647,12/12/2018,3788664,"[26, 22.5]"
1648,12/12/2018,3788624,"[26, 6.0]"
1649,12/12/2018,3788615,"[26, 22.5]"
1650,12/12/2018,3788579,"[22.75, 13.5]"
1651,12/12/2018,3788572,"[24, 6.0]"
1652,12/12/2018,3788522,"[24, 10.5]"
1653,12/12/2018,3788474,"[24, 6.0]"
1654,12/12/2018,3788458,"[22.75, 13.5]"
1655,12/12/2018,3788457,"[45.5, 13.5]"
1656,12/12/2018,3788453,"[42.25, 16.5]"
1657,12/12/2018,3788443,"[28.0, 15.0]"
1658,12/12/2018,3788433,"[22.75, 12.0]"
1659,12/12/2018,3788433,"[22.75, 12.0]"
1660,12/12/2018,3788433,"[20.75, 12.0]"
1661,12/12/2018,3788419,"[42.25, 15.0]"
1662,12/12/2018,3788409,"[37.75, 13.5]"
1663,12/12/2018,3788409,"[22.75, 12.0]"
1664,12/12/2018,3788402,"[20.75, 9.0]"
1665,12/12/2018,3788370,"[22.75, 6.0]"
1666,12/12/2018,3788307,"[37.75, 21.0]"
1667,12/12/2018,3788267,"[50.75, 9.0]"
1668,12/12/2018,3788267,"[20.75, 9.0]"
1669,12/12/2018,3787989,"[24, 18.0]"
1670,12/12/2018,3788001,"[35.75, 16.5]"
1671,12/12/2018,3788001,"[34.5, 15.0]"
1672,12/12/2018,3788001,"[31.25, 12.0]"
1673,12/12/2018,3787967,"[45.5, 16.5]"
1674,12/12/2018,3787908,"[52.0, 13.5]"
1675,12/12/2018,3787767,"[22.75, 13.5]"
1676,12/12/2018,3787566,"[41.0, 10.5]"
1677,12/12/2018,3787263,"[20.75, 22.5]"
1678,12/12/2018,3787067,"[22.75, 10.5]"
1679,12/12/2018,3787021,"[26, 19.5]"
1680,12/12/2018,3786972,"[24, 6.0]"
1681,12/12/2018,3786972,"[22.75, 13.5]"
1682,12/12/2018,3786949,"[20.75, 6.0]"
1683,12/12/2018,3786943,"[22.75, 13.5]"
1684,12/12/2018,3786922,"[41.0, 10.5]"
1685,12/12/2018,3786845,"[41.0, 10.5]"
1686,12/12/2018,3786777,"[22.75, 15.0]"
1687,12/12/2018,3786769,"[22.75, 13.5]"
1688,12/12/2018,3786495,"[20.75, 6.0]"
1689,12/12/2018,3786455,"[22.75, 13.5]"
1690,12/12/2018,3786455,"[20.75, 15.0]"
1691,12/12/2018,3786403,"[41.0, 15.0]"
1692,12/12/2018,3786363,"[22.75, 15.0]"
1693,12/12/2018,3786323,"[15.25, 21.0]"
1694,12/12/2018,3786323,"[22.75, 6.0]"
1695,12/12/2018,3786323,"[20.75, 15.0]"
1696,12/12/2018,3786224,"[47.5, 10.5]"
1697,12/12/2018,3786188,"[24, 18.0]"
1698,12/12/2018,3786177,"[22.75, 13.5]"
1699,12/12/2018,3786173,"[29.25, 10.5]"
1700,12/12/2018,3786167,"[24, 19.5]"
1701,12/12/2018,3786145,"[20.75, 18.0]"
1702,12/12/2018,3786129,"[20.75, 18.0]"
1703,12/12/2018,3786130,"[24, 19.5]"
1704,12/12/2018,3786126,"[37.75, 9.0]"
1705,12/12/2018,3786117,"[26, 22.5]"
1706,12/12/2018,3786069,"[37.75, 16.5]"
1707,12/12/2018,3785107,"[41.0, 10.5]"
1708,12/12/2018,3784357,"[15.25, 21.0]"
1709,12/12/2018,3784357,"[22.75, 21.0]"
1710,12/12/2018,3784357,"[15.25, 21.0]"
1711,12/12/2018,3784357,"[15.25, 21.0]"
1712,12/12/2018,3784357,"[22.75, 6.0]"
1713,12/12/2018,3784139,"[19.5, 21.0]"
1714,12/12/2018,3784083,"[19.5, 21.0]"
1715,12/12/2018,3783995,"[22.75, 13.5]"
1716,12/12/2018,3783996,"[47.5, 16.5]"
1717,12/12/2018,3783986,"[20.75, 13.5]"
1718,12/12/2018,3783920,"[37.75, 21.0]"
1719,12/12/2018,3783920,"[19.5, 21.0]"
1720,12/12/2018,3783920,"[45.5, 21.0]"
1721,12/12/2018,3783883,"[19.5, 21.0]"
1722,12/12/2018,3793700,"[26, 22.5]"
1723,12/12/2018,3793606,"[34.5, 12.0]"
1724,12/12/2018,3793428,"[34.5, 12.0]"
1725,12/12/2018,3793364,"[20.75, 21.0]"
1726,12/12/2018,3793355,"[20.75, 9.0]"
1727,12/12/2018,3793351,"[34.5, 12.0]"
1728,12/12/2018,3793321,"[20.75, 9.0]"
1729,12/12/2018,3793289,"[26, 22.5]"
1730,12/12/2018,3793290,"[24, 13.5]"
1731,12/12/2018,3793290,"[24, 13.5]"
1732,12/12/2018,3793269,"[28.0, 6.0]"
1733,12/12/2018,3793267,"[39.0, 9.0]"
1734,12/12/2018,3793266,"[22.75, 13.5]"
1735,12/12/2018,3793248,"[26, 6.0]"
1736,12/12/2018,3793238,"[24, 6.0]"
1737,12/12/2018,3793237,"[48.75, 12.0]"
1738,12/12/2018,3793236,"[22.75, 21.0]"
1739,12/12/2018,3793236,"[15.25, 21.0]"
1740,12/12/2018,3793236,"[15.25, 21.0]"
1741,12/12/2018,3793236,"[22.75, 6.0]"
1742,12/12/2018,3793216,"[26, 22.5]"
1743,12/12/2018,3793216,"[24, 6.0]"
1744,12/12/2018,3793201,"[39.0, 9.0]"
1745,12/12/2018,3793158,"[22.75, 13.5]"
1746,12/12/2018,3793154,"[24, 9.0]"
1747,12/12/2018,3793147,"[41.0, 15.0]"
1748,12/12/2018,3793145,"[39.0, 9.0]"
1749,12/12/2018,3793144,"[24, 13.5]"
1750,12/12/2018,3793144,"[26, 15.0]"
1751,12/12/2018,3793134,"[29.25, 13.5]"
1752,12/12/2018,3793117,"[24, 16.5]"
1753,12/12/2018,3793105,"[15.25, 21.0]"
1754,12/12/2018,3793105,"[22.75, 21.0]"
1755,12/12/2018,3793105,"[22.75, 6.0]"
1756,12/12/2018,3793104,"[24, 10.5]"
1757,12/12/2018,3793098,"[22.75, 21.0]"
1758,12/12/2018,3793098,"[15.25, 21.0]"
1759,12/12/2018,3793098,"[15.25, 21.0]"
1760,12/12/2018,3793098,"[22.75, 6.0]"
1761,12/12/2018,3793097,"[20.75, 9.0]"
1762,12/12/2018,3793094,"[24, 9.0]"
1763,12/12/2018,3793094,"[15.25, 21.0]"
1764,12/12/2018,3793094,"[22.75, 6.0]"
1765,12/12/2018,3793094,"[20.75, 15.0]"
1766,12/12/2018,3793091,"[24, 18.0]"
1767,12/12/2018,3793079,"[39.0, 9.0]"
1768,12/12/2018,3792137,"[20.75, 18.0]"
1769,12/12/2018,3792054,"[35.75, 21.0]"
1770,12/12/2018,3792056,"[35.75, 21.0]"
1771,12/12/2018,3792047,"[32.5, 19.5]"
1772,12/12/2018,3792047,"[22.75, 12.0]"
1773,12/12/2018,3792029,"[37.75, 13.5]"
1774,12/12/2018,3792029,"[26, 6.0]"
1775,12/12/2018,3792029,"[22.75, 12.0]"
1776,12/12/2018,3792020,"[47.5, 22.5]"
1777,12/12/2018,3792015,"[20.75, 9.0]"
1778,12/12/2018,3792014,"[39.0, 18.0]"
1779,12/12/2018,3792007,"[26, 6.0]"
1780,12/12/2018,3792003,"[31.25, 6.0]"
1781,12/12/2018,3792003,"[19.5, 21.0]"
1782,12/12/2018,3792003,"[45.5, 22.5]"
1783,12/3/2018,3754660,"[22.75, 13.5]"
1784,12/3/2018,3754653,"[24, 12.0]"
1785,12/3/2018,3754652,"[24, 10.5]"
1786,12/3/2018,3754554,"[22.75, 6.0]"
1787,12/3/2018,3754518,"[41.0, 15.0]"
1788,12/3/2018,3754487,"[20.75, 10.5]"
1789,12/3/2018,3754503,"[32.5, 12.0]"
1790,12/3/2018,3754482,"[24, 10.5]"
1791,12/3/2018,3754482,"[20.75, 22.5]"
1792,12/3/2018,3754482,"[20.75, 10.5]"
1793,12/3/2018,3754482,"[20.75, 10.5]"
1794,12/3/2018,3754482,"[22.75, 12.0]"
1795,12/3/2018,3754461,"[44.25, 10.5]"
1796,12/3/2018,3754453,"[22.75, 6.0]"
1797,12/3/2018,3754446,"[41.0, 10.5]"
